Floor/Area,Bay Number,Bay Name,Occupied At,Occupancy Hours,Occupancy Percent,Occupancy Count,Ave Bays Occupied
Precinct 1,All,-,2020/05/03 11:00:00,26.9667,11.0068,101,26.9667
Precinct 2,All,-,2020/05/03 11:00:00,32.35,19.488,149,32.35
Precinct 3,All,-,2020/05/03 11:00:00,82.1833,30.5514,112,82.1833
Precinct 4,All,-,2020/05/03 11:00:00,6.2,8.0519,24,6.2
Precinct 1,All,-,2020/05/03 12:00:00,30.5333,12.4626,89,30.5333
Precinct 2,All,-,2020/05/03 12:00:00,36.05,21.7169,134,36.05
Precinct 3,All,-,2020/05/03 12:00:00,88.2,32.7881,191,88.2
Precinct 4,All,-,2020/05/03 12:00:00,5.3,6.8831,18,5.3
Precinct 1,All,-,2020/05/03 13:00:00,28.7,11.7143,106,28.7
Precinct 2,All,-,2020/05/03 13:00:00,30.4333,18.3333,144,30.4333
Precinct 3,All,-,2020/05/03 13:00:00,84.55,31.4312,190,84.55
Precinct 4,All,-,2020/05/03 13:00:00,5.7167,7.4242,14,5.7167
Precinct 1,All,-,2020/05/03 14:00:00,26.15,10.6735,69,26.15
Precinct 2,All,-,2020/05/03 14:00:00,31.75,19.1265,138,31.75
Precinct 3,All,-,2020/05/03 14:00:00,81.6167,30.3408,149,81.6167
Precinct 4,All,-,2020/05/03 14:00:00,6.0333,7.8355,9,6.0333
Precinct 1,All,-,2020/05/03 15:00:00,28.4667,11.619,132,28.4667
Precinct 2,All,-,2020/05/03 15:00:00,32.1,19.3373,74,32.1
Precinct 3,All,-,2020/05/03 15:00:00,65.2,24.2379,194,65.2
Precinct 4,All,-,2020/05/03 15:00:00,6.6333,8.6147,20,6.6333
Precinct 1,All,-,2020/05/03 16:00:00,29.5833,12.0748,124,29.5833
Precinct 2,All,-,2020/05/03 16:00:00,33.95,20.4518,99,33.95
Precinct 3,All,-,2020/05/03 16:00:00,68.3167,25.3965,171,68.3167
Precinct 4,All,-,2020/05/03 16:00:00,9.2333,11.9913,40,9.2333
Precinct 1,All,-,2020/05/03 17:00:00,26.9,10.9796,148,26.9
Precinct 2,All,-,2020/05/03 17:00:00,33.8667,20.4016,108,33.8667
Precinct 3,All,-,2020/05/03 17:00:00,65.7667,24.4486,212,65.7667
Precinct 4,All,-,2020/05/03 17:00:00,9.1167,11.8398,18,9.1167
Precinct 1,All,-,2020/05/03 18:00:00,26.6667,10.8844,100,26.6667
Precinct 2,All,-,2020/05/03 18:00:00,33.9667,20.4618,71,33.9667
Precinct 3,All,-,2020/05/03 18:00:00,61.1,22.7138,184,61.1
Precinct 4,All,-,2020/05/03 18:00:00,10.1167,13.1385,8,10.1167
Precinct 1,All,-,2020/05/03 19:00:00,24.8,10.1224,57,24.8
Precinct 2,All,-,2020/05/03 19:00:00,36.1167,21.757,72,36.1167
Precinct 3,All,-,2020/05/03 19:00:00,56.9,21.1524,120,56.9
Precinct 4,All,-,2020/05/03 19:00:00,7.9333,10.303,6,7.9333
Precinct 1,All,-,2020/05/03 20:00:00,19.05,7.7755,22,19.05
Precinct 2,All,-,2020/05/03 20:00:00,30.4167,18.3233,40,30.4167
Precinct 3,All,-,2020/05/03 20:00:00,50.8167,18.891,58,50.8167
Precinct 4,All,-,2020/05/03 20:00:00,7.7667,10.0866,4,7.7667
Precinct 1,All,-,2020/05/03 21:00:00,17.8333,7.2789,15,17.8333
Precinct 2,All,-,2020/05/03 21:00:00,25.7,15.4819,37,25.7
Precinct 3,All,-,2020/05/03 21:00:00,47.8833,17.8005,24,47.8833
Precinct 4,All,-,2020/05/03 21:00:00,7.0833,9.1991,4,7.0833
Precinct 1,All,-,2020/05/03 22:00:00,19.55,7.9796,15,19.55
Precinct 2,All,-,2020/05/03 22:00:00,23.6667,14.257,29,23.6667
Precinct 3,All,-,2020/05/03 22:00:00,42.7667,15.8984,25,42.7667
Precinct 4,All,-,2020/05/03 22:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/03 23:00:00,21.3,8.6939,122,21.3
Precinct 2,All,-,2020/05/03 23:00:00,24.6333,14.8394,17,24.6333
Precinct 3,All,-,2020/05/03 23:00:00,40.6333,15.1053,138,40.6333
Precinct 4,All,-,2020/05/03 23:00:00,7.55,9.8052,79,7.55
Precinct 1,All,-,2020/05/04 00:00:00,19.7,8.0408,12,19.7
Precinct 2,All,-,2020/05/04 00:00:00,24.9333,15.0201,19,24.9333
Precinct 3,All,-,2020/05/04 00:00:00,38.1667,14.1884,11,38.1667
Precinct 4,All,-,2020/05/04 00:00:00,7,9.0909,1,7
Precinct 1,All,-,2020/05/04 01:00:00,19.0667,7.7823,2,19.0667
Precinct 2,All,-,2020/05/04 01:00:00,23,13.8554,0,23
Precinct 3,All,-,2020/05/04 01:00:00,40.7,15.1301,2,40.7
Precinct 4,All,-,2020/05/04 01:00:00,7.2667,9.4372,1,7.2667
Precinct 1,All,-,2020/05/04 02:00:00,18,7.3469,2,18
Precinct 2,All,-,2020/05/04 02:00:00,23,13.8554,0,23
Precinct 3,All,-,2020/05/04 02:00:00,41.1,15.2788,1,41.1
Precinct 4,All,-,2020/05/04 02:00:00,7.2,9.3506,1,7.2
Precinct 1,All,-,2020/05/04 03:00:00,20.3,8.2857,3,20.3
Precinct 2,All,-,2020/05/04 03:00:00,23.0333,13.8755,6,23.0333
Precinct 3,All,-,2020/05/04 03:00:00,41.95,15.5948,2,41.95
Precinct 4,All,-,2020/05/04 03:00:00,7,9.0909,0,7
Precinct 1,All,-,2020/05/04 04:00:00,20.8833,8.5238,4,20.8833
Precinct 2,All,-,2020/05/04 04:00:00,23,13.8554,0,23
